question,answer,cleaned_answer
how many people are affected by czech dysplasia ?,the prevalence of czech dysplasia is unknown; at least 11 families have been affected. most of these families reside in the czech republic.,"At least 11 families have been affected by Czech dysplasia, with most of them residing in the Czech Republic."
how many people are affected by dandywalker malformation ?,"dandy-walker malformation is estimated to affect 1 in 10,000 to 30,000 newborns.","1 in 10,000 to 30,000 newborns."
how many people are affected by danon disease ?,"danon disease is a rare condition, but the exact prevalence is unknown.","The exact prevalence of Danon disease is unknown, but it is considered a rare condition."
how many people are affected by darier disease ?,"the worldwide prevalence of darier disease is unknown. the prevalence of darier disease is estimated to be 1 in 30,000 people in scotland, 1 in 36,000 people in northern england, and 1 in 100,000 people in denmark.","1 in 30,000 people in Scotland, 1 in 36,000 people in Northern England, and 1 in 100,000 people in Denmark."
how many people are affected by dbifunctional protein deficiency ?,"d-bifunctional protein deficiency is estimated to affect 1 in 100,000 newborns.","1 in 100,000 newborns"
how many people are affected by deafness and myopia syndrome ?,the prevalence of deafness and myopia syndrome is unknown. only a few affected families have been described in the medical literature.,"The prevalence of deafness and myopia syndrome is unknown, with only a few affected families described in medical literature."
how many people are affected by deafnessdystoniaoptic neuronopathy syndrome ?,ddon syndrome is a rare disorder; it has been reported in fewer than 70 people worldwide.,Fewer than 70 people worldwide.
how many people are affected by dentatorubralpallidoluysian atrophy ?,"drpla is most common in the japanese population, where it has an estimated incidence of 2 to 7 per million people. this condition has also been seen in families from north america and europe.  although drpla is rare in the united states, it has been studied in a large african american family from the haw river area of north carolina. when the family was first identified, researchers named the disorder haw river syndrome. later, researchers determined that haw river syndrome and drpla are the same condition.","2 to 7 people per million are affected by dentatorubralpallidoluysian atrophy, with a higher incidence in the Japanese population."
how many people are affected by dentinogenesis imperfecta ?,"dentinogenesis imperfecta affects an estimated 1 in 6,000 to 8,000 people.","1 in 6,000 to 8,000 people"
how many people are affected by denysdrash syndrome ?,the prevalence of denys-drash syndrome is unknown; at least 150 affected individuals have been reported in the scientific literature.,At least 150 people have been reported to be affected by Denys-Drash syndrome.
how many people are affected by deoxyguanosine kinase deficiency ?,the prevalence of deoxyguanosine kinase deficiency is unknown. approximately 100 affected individuals have been identified.,approximately 100 individuals are affected by deoxyguanosine kinase deficiency.
how many people are affected by dermatofibrosarcoma protuberans ?,"dermatofibrosarcoma protuberans is estimated to occur in 1 in 100,000 to 1 in 1 million people per year.","1 in 100,000 to 1 in 1 million people per year."
how many people are affected by desmoid tumor ?,"desmoid tumors are rare, affecting an estimated 1 to 2 per 500,000 people worldwide. in the united states, 900 to 1,500 new cases are diagnosed per year. sporadic desmoid tumors are more common than those associated with familial adenomatous polyposis.","Desmoid tumors are rare, affecting 1-2 per 500,000 people worldwide, with 900-1,500 new cases diagnosed annually in the United States."
how many people are affected by desmosterolosis ?,the prevalence of desmosterolosis is unknown; at least 10 affected individuals have been described in the scientific literature.,At least 10 individuals have been described in the scientific literature.
how many people are affected by diamondblackfan anemia ?,diamond-blackfan anemia affects approximately 5 to 7 per million liveborn infants worldwide.,5 to 7 per million liveborn infants worldwide.
how many people are affected by diastrophic dysplasia ?,"although the exact incidence of this condition is unknown, researchers estimate that it affects about 1 in 100,000 newborns. diastrophic dysplasia occurs in all populations but appears to be particularly common in finland.","About 1 in 100,000 newborns are affected by diastrophic dysplasia, with no significant population differences."
how many people are affected by dicer1 syndrome ?,dicer1 syndrome is a rare condition; its prevalence is unknown.,"A rare condition, its prevalence is unknown."
how many people are affected by dihydrolipoamide dehydrogenase deficiency ?,"dihydrolipoamide dehydrogenase deficiency occurs in an estimated 1 in 35,000 to 48,000 individuals of ashkenazi jewish descent. this population typically has liver disease as the primary symptom. in other populations, the prevalence of dihydrolipoamide dehydrogenase deficiency is unknown, but the condition is likely rare.","1 in 35,000 to 48,000 individuals of Ashkenazi Jewish descent are affected by dihydrolipoamide dehydrogenase deficiency, with liver disease being the primary symptom."
how many people are affected by dihydropyrimidinase deficiency ?,dihydropyrimidinase deficiency is thought to be a rare disorder. only a few dozen affected individuals have been described in the medical literature.,only a few dozen affected individuals have been described in the medical literature.
how many people are affected by dihydropyrimidine dehydrogenase deficiency ?,"severe dihydropyrimidine dehydrogenase deficiency, with its early-onset neurological symptoms, is a rare disorder. its prevalence is unknown. however, between 2 and 8 percent of the general population may be vulnerable to toxic reactions to fluoropyrimidine drugs caused by otherwise asymptomatic dihydropyrimidine dehydrogenase deficiency.",Between 2 and 8 percent of the general population may be vulnerable to toxic reactions to fluoropyrimidine drugs caused by otherwise asymptomatic dihydropyrimidine dehydrogenase deficiency.
how many people are affected by dilated cardiomyopathy with ataxia syndrome ?,dcma syndrome is a very rare disorder. approximately 30 cases have been identified in the dariusleut hutterite population of the great plains region of canada. only a few affected individuals have been identified outside this population.,"Approximately 30 cases of dcma syndrome have been identified, all within the Dariusleut Hutterite population of the Great Plains region of Canada, with only a few cases found outside of this population."
how many people are affected by distal arthrogryposis type 1 ?,"distal arthrogryposis type 1 affects an estimated 1 in 10,000 people worldwide.","1 in 10,000 people worldwide."
how many people are affected by distal hereditary motor neuropathy type ii ?,"the prevalence of distal hereditary motor neuropathy, type ii is unknown. at least 25 affected families have been identified worldwide.",At least 25 affected families have been identified worldwide.
how many people are affected by distal hereditary motor neuropathy type v ?,"the incidence of distal hereditary motor neuropathy, type v is unknown. only a small number of cases have been reported.",only a small number of cases have been reported.
how many people are affected by distal myopathy 2 ?,the prevalence of distal myopathy 2 is unknown. at least two families with the condition have been described in the scientific literature.,"The prevalence of distal myopathy 2 is unknown, with at least two families affected."
how many people are affected by dmdassociated dilated cardiomyopathy ?,"dmd-associated dilated cardiomyopathy appears to be an uncommon condition, although its prevalence is unknown.",DMD-associated dilated cardiomyopathy appears to be an uncommon condition.
how many people are affected by dolkcongenital disorder of glycosylation ?,dolk-cdg is likely a rare condition; at least 18 cases have been reported in the scientific literature.,At least 18 cases have been reported in the scientific literature.
how many people are affected by donnaibarrow syndrome ?,"although its prevalence is unknown, donnai-barrow syndrome appears to be a rare disorder. a few dozen affected individuals have been reported in many regions of the world.",A few dozen affected individuals have been reported in many regions of the world.
how many people are affected by donohue syndrome ?,donohue syndrome is estimated to affect less than 1 per million people worldwide. several dozen cases have been reported in the medical literature.,Less than 1 per million people worldwide are affected by Donohue syndrome.
how many people are affected by doors syndrome ?,doors syndrome is a rare disorder; its prevalence is unknown. approximately 50 affected individuals have been described in the medical literature.,approximately 50 affected individuals have been described in the medical literature.
how many people are affected by dopamine betahydroxylase deficiency ?,"dopamine -hydroxylase deficiency is a very rare disorder. fewer than 20 affected individuals, all of western european descent, have been described in the scientific literature.","Fewer than 20 people, all of Western European descent, have been described in the scientific literature as affected by dopamine beta-hydroxylase deficiency."
how many people are affected by dopamine transporter deficiency syndrome ?,dopamine transporter deficiency syndrome appears to be a rare disease; only about 20 affected individuals have been described in the medical literature. researchers believe that the condition is probably underdiagnosed because its signs and symptoms overlap with cerebral palsy and other movement disorders.,About 20 individuals have been described in the medical literature as affected by dopamine transporter deficiency syndrome.
how many people are affected by doparesponsive dystonia ?,"dopa-responsive dystonia is estimated to affect 1 per million people worldwide. however, the disorder is likely underdiagnosed because the condition may not be identified in people with mild symptoms, or it may be misdiagnosed in people who have symptoms similar to other movement disorders.",Dopa-responsive dystonia is estimated to affect 1 per million people worldwide.
how many people are affected by dowlingdegos disease ?,"dowling-degos disease appears to be a rare condition, although its prevalence is unknown.","The condition appears to be rare, with unknown prevalence."
how many people are affected by down syndrome ?,"down syndrome occurs in about 1 in 800 newborns. about 5,300 babies with down syndrome are born in the united states each year, and an estimated 250,000 people in this country have the condition. although women of any age can have a child with down syndrome, the chance of having a child with this condition increases as a woman gets older.","About 1 in 800 newborns are affected by Down syndrome, and approximately 250,000 people in the United States have the condition."
how many people are affected by duaneradial ray syndrome ?,duane-radial ray syndrome is a rare condition whose prevalence is unknown. only a few affected families have been reported worldwide.,A few affected families have been reported worldwide.
how many people are affected by dubinjohnson syndrome ?,"although dubin-johnson syndrome occurs in people of all ethnic backgrounds, it is more common among iranian and moroccan jews living in israel. studies suggest that this disorder affects 1 in 1,300 iranian jews in israel. additionally, several people in the japanese population have been diagnosed with dubin-johnson syndrome. this condition appears to be less common in other countries.","1 in 1,300 Iranian Jews in Israel are affected by Dubin-Johnson syndrome, and several people in the Japanese population have also been diagnosed with the condition."
how many people are affected by duchenne and becker muscular dystrophy ?,"duchenne and becker muscular dystrophies together affect 1 in 3,500 to 5,000 newborn males worldwide. between 400 and 600 boys in the united states are born with these conditions each year.","Between 1 in 3,500 to 5,000 newborn males worldwide are affected by Duchenne and Becker muscular dystrophy, and approximately 400 to 600 boys are born with these conditions each year in the United States."
how many people are affected by dyserythropoietic anemia and thrombocytopenia ?,"dyserythropoietic anemia and thrombocytopenia is a rare condition; its prevalence is unknown. occasionally, individuals with this disorder are mistakenly diagnosed as having more common blood disorders, making it even more difficult to determine how many people have dyserythropoietic anemia and thrombocytopenia.","A rare condition, its prevalence is unknown, and individuals may be mistakenly diagnosed with more common blood disorders."
how many people are affected by dyskeratosis congenita ?,the exact prevalence of dyskeratosis congenita is unknown. it is estimated to occur in approximately 1 in 1 million people.,1 in 1 million people
how many people are affected by dystonia 6 ?,"the prevalence of dystonia 6 is unknown. studies indicate that it likely accounts for between 1 and 3 percent of all cases of dystonia. for reasons that are unclear, the disorder appears to be slightly more prevalent in females than in males.","Studies suggest that dystonia 6 likely affects between 1-3% of all dystonia cases, with a slight prevalence among females compared to males."
how many people are affected by dystrophic epidermolysis bullosa ?,"considered together, the incidence of all types of dystrophic epidermolysis bullosa is estimated to be 6.5 per million newborns in the united states. the severe autosomal recessive forms of this disorder affect fewer than 1 per million newborns.","6.5 per million newborns in the United States are affected by dystrophic epidermolysis bullosa, with fewer than 1 per million newborns affected by the severe autosomal recessive forms."
how many people are affected by earlyonset glaucoma ?,"primary congenital glaucoma affects approximately 1 in 10,000 people. its frequency is higher in the middle east. juvenile open-angle glaucoma affects about 1 in 50,000 people. primary open-angle glaucoma is much more common after the age of 40, affecting about 1 percent of the population worldwide.","Approximately 1 in 10,000 people are affected by primary congenital glaucoma, while juvenile open-angle glaucoma affects about 1 in 50,000 people."
how many people are affected by earlyonset primary dystonia ?,"early-onset primary dystonia is among the most common forms of childhood dystonia. this disorder occurs most frequently in people of ashkenazi (central and eastern european) jewish heritage, affecting 1 in 3,000 to 9,000 people in this population. the condition is less common among people with other backgrounds; it is estimated to affect 1 in 10,000 to 30,000 non-jewish people worldwide.","1 in 3,000 to 9,000 people of Ashkenazi Jewish heritage are affected, while it affects 1 in 10,000 to 30,000 non-Jewish people worldwide."
how many people are affected by ehlersdanlos syndrome ?,"although it is difficult to estimate the overall frequency of ehlers-danlos syndrome, the combined prevalence of all types of this condition may be about 1 in 5,000 individuals worldwide. the hypermobility and classical forms are most common; the hypermobility type may affect as many as 1 in 10,000 to 15,000 people, while the classical type probably occurs in 1 in 20,000 to 40,000 people.  other forms of ehlers-danlos syndrome are very rare. about 30 cases of the arthrochalasia type and about 60 cases of the kyphoscoliosis type have been reported worldwide. about a dozen infants and children with the dermatosparaxis type have been described. the vascular type is also rare; estimates vary widely, but the condition may affect about 1 in 250,000 people.","About 1 in 5,000 individuals worldwide are affected by Ehlers-Danlos syndrome, with the hypermobility type affecting 1 in 10,000 to 15,000 people and the classical type affecting 1 in 20,000 to 40,000 people."
how many people are affected by ellisvan creveld syndrome ?,"in most parts of the world, ellis-van creveld syndrome occurs in 1 in 60,000 to 200,000 newborns. it is difficult to estimate the exact prevalence because the disorder is very rare in the general population. this condition is much more common in the old order amish population of lancaster county, pennsylvania, and in the indigenous (native) population of western australia.","Ellis-van Creveld syndrome affects 1 in 60,000 to 200,000 newborns worldwide, with a higher prevalence in the Old Order Amish population of Lancaster County, Pennsylvania, and the indigenous population of Western Australia."
how many people are affected by emanuel syndrome ?,emanuel syndrome is a rare disorder; its prevalence is unknown. more than 100 individuals with this condition have been reported.,More than 100 individuals have been reported to be affected by Emanuel syndrome.
how many people are affected by emerydreifuss muscular dystrophy ?,"x-linked emery-dreifuss muscular dystrophy is the most common form of this condition, affecting an estimated 1 in 100,000 people. the autosomal recessive type of this disorder appears to be very rare; only a few cases have been reported worldwide. the incidence of the autosomal dominant form is unknown.","1 in 100,000 people are affected by x-linked emery-dreifuss muscular dystrophy, the most common form of this condition."
how many people are affected by enlarged parietal foramina ?,"the prevalence of enlarged parietal foramina is estimated to be 1 in 15,000 to 50,000 individuals.","1 in 15,000 to 50,000 individuals"
how many people are affected by eosinophil peroxidase deficiency ?,"approximately 100 individuals with eosinophil peroxidase deficiency have been described in the scientific literature. based on blood test data, varying estimates of the prevalence of the condition have been reported in specific populations. eosinophil peroxidase deficiency is estimated to occur in 8.6 in 1,000 yemenite jews, in 3 in 1,000 north-african jews, and in 1 in 1,000 iraqi jews. in northeastern italy, the condition occurs in approximately 1 in 14,000 individuals; in japan it occurs in 1 in 36,000 people; and in luxembourg, eosinophil peroxidase deficiency is thought to occur in 1 in 100,000 people.",approximately 100 individuals with eosinophil peroxidase deficiency have been described in the scientific literature.
how many people are affected by epidermal nevus ?,"epidermal nevi affect approximately 1 in 1,000 people.","Approximately 1 in 1,000 people are affected by epidermal nevi."
how many people are affected by epidermolysis bullosa simplex ?,"the exact prevalence of epidermolysis bullosa simplex is unknown, but this condition is estimated to affect 1 in 30,000 to 50,000 people. the localized type is the most common form of the condition.","1 in 30,000 to 50,000 people are affected by epidermolysis bullosa simplex."
how many people are affected by epidermolysis bullosa with pyloric atresia ?,"eb-pa appears to be a rare condition, although its prevalence is unknown. at least 50 affected individuals have been reported worldwide.",at least 50 affected individuals have been reported worldwide.
how many people are affected by epidermolytic hyperkeratosis ?,"epidermolytic hyperkeratosis affects approximately 1 in 200,000 to 300,000 people worldwide.","1 in 200,000 to 300,000 people worldwide."
how many people are affected by episodic ataxia ?,"episodic ataxia is uncommon, affecting less than 1 in 100,000 people. only types 1 and 2 have been identified in more than one family, and type 2 is by far the most common form of the condition.","Episodic ataxia affects less than 1 in 100,000 people, with type 2 being the most common form."
how many people are affected by erdheimchester disease ?,"erdheim-chester disease is a rare disorder; its exact prevalence is unknown. more than 500 affected individuals worldwide have been described in the medical literature. for unknown reasons, men are slightly more likely to develop the disease, accounting for about 60 percent of cases.","More than 500 people worldwide have been described with Erdheim-Chester disease, with men accounting for about 60 percent of cases."
how many people are affected by erythrokeratodermia variabilis et progressiva ?,ekvp is a rare disorder; its prevalence is unknown.,"A rare disorder, its prevalence is unknown."
how many people are affected by erythromelalgia ?,the prevalence of erythromelalgia is unknown.,The prevalence of erythromelalgia is unknown.
how many people are affected by esophageal atresiatracheoesophageal fistula ?,"ea/tef occurs in 1 in 3,000 to 5,000 newborns.","1 in 3,000 to 5,000 newborns."
how many people are affected by essential pentosuria ?,"essential pentosuria occurs almost exclusively in individuals with ashkenazi jewish ancestry. approximately 1 in 3,300 people in this population are affected.","Approximately 1 in 3,300 people with Ashkenazi Jewish ancestry are affected by essential pentosuria."
how many people are affected by essential thrombocythemia ?,essential thrombocythemia affects an estimated 1 to 24 per 1 million people worldwide.,Essential thrombocythemia affects 1 to 24 people per 1 million worldwide.
how many people are affected by essential tremor ?,"essential tremor is a common disorder, affecting up to 10 million people in the united states. estimates of its prevalence vary widely because several other disorders, as well as other factors such as certain medications, can result in similar tremors. in addition, mild cases are often not brought to medical attention, or may not be detected in clinical exams that do not include the particular circumstances in which an individual's tremor occurs. severe cases are often misdiagnosed as parkinson disease.",Essential tremor affects up to 10 million people in the United States.
how many people are affected by ethylmalonic encephalopathy ?,"about 30 individuals with this condition have been identified worldwide, mostly in mediterranean and arab populations. although ethylmalonic encephalopathy appears to be very rare, researchers suggest that some cases have been misdiagnosed as other neurologic disorders.","About 30 individuals worldwide, mostly in Mediterranean and Arab populations, have been identified with ethylmalonic encephalopathy."
how many people are affected by ewing sarcoma ?,"approximately 3 per 1 million children each year are diagnosed with a ewing sarcoma. it is estimated that, in the united states, 250 children are diagnosed with one of these types of tumor each year. ewing sarcoma accounts for about 1.5 percent of all childhood cancers, and it is the second most common type of bone tumor in children (the most common type of bone cancer is called osteosarcoma).","Approximately 250 children are diagnosed with Ewing sarcoma each year in the United States, accounting for about 1.5% of all childhood cancers."
how many people are affected by fabry disease ?,"fabry disease affects an estimated 1 in 40,000 to 60,000 males. this disorder also occurs in females, although the prevalence is unknown. milder, late-onset forms of the disorder are probably more common than the classic, severe form.","Fabry disease affects an estimated 1 in 40,000 to 60,000 males, with a higher prevalence in females although unknown."
how many people are affected by facioscapulohumeral muscular dystrophy ?,"facioscapulohumeral muscular dystrophy has an estimated prevalence of 1 in 20,000 people. about 95 percent of all cases are fshd1; the remaining 5 percent are fshd2.","About 1 in 20,000 people are affected by facioscapulohumeral muscular dystrophy."
how many people are affected by factor v deficiency ?,"factor v deficiency affects an estimated 1 in 1 million people. this condition is more common in countries such as iran and southern india, where it occurs up to ten times more frequently than in western countries.",Factor V deficiency affects an estimated 1 in 1 million people.
how many people are affected by factor v leiden thrombophilia ?,"factor v leiden is the most common inherited form of thrombophilia. between 3 and 8 percent of people with european ancestry carry one copy of the factor v leiden mutation in each cell, and about 1 in 5,000 people have two copies of the mutation. the mutation is less common in other populations.","Between 3 and 8 percent of people with European ancestry carry one copy of the Factor V Leiden mutation, and about 1 in 5,000 people have two copies."
how many people are affected by factor x deficiency ?,factor x deficiency occurs in approximately 1 per million individuals worldwide.,Factor X deficiency occurs in approximately 1 per million individuals worldwide.
how many people are affected by factor xiii deficiency ?,"inherited factor xiii deficiency affects 1 to 3 per million people worldwide. researchers suspect that mild factor xiii deficiency, including the acquired form of the disorder, is underdiagnosed because many affected people never have a major episode of abnormal bleeding that would lead to a diagnosis.","Inherited factor XIII deficiency affects 1 to 3 per million people worldwide, while mild deficiency, including the acquired form, is likely underdiagnosed."
how many people are affected by familial acute myeloid leukemia with mutated cebpa ?,"acute myeloid leukemia occurs in approximately 3.5 in 100,000 individuals per year. familial acute myeloid leukemia with mutated cebpa is a very rare form of acute myeloid leukemia; only a few affected families have been identified.","Familial acute myeloid leukemia with mutated cebpa is a very rare form of acute myeloid leukemia, affecting only a few families."
how many people are affected by familial adenomatous polyposis ?,"the reported incidence of familial adenomatous polyposis varies from 1 in 7,000 to 1 in 22,000 individuals.","1 in 7,000 to 1 in 22,000 individuals"
how many people are affected by familial atrial fibrillation ?,"atrial fibrillation is the most common type of sustained abnormal heart rhythm (arrhythmia), affecting more than 3 million people in the united states. the risk of developing this irregular heart rhythm increases with age. the incidence of the familial form of atrial fibrillation is unknown; however, recent studies suggest that up to 30 percent of all people with atrial fibrillation may have a history of the condition in their family.","More than 3 million people in the United States are affected by atrial fibrillation, and the risk increases with age. Up to 30 percent of those with atrial fibrillation may have a family history of the condition."
how many people are affected by familial cold autoinflammatory syndrome ?,"familial cold autoinflammatory syndrome is a very rare condition, believed to have a prevalence of less than 1 per million people.",less than 1 per million people
how many people are affected by familial cylindromatosis ?,familial cylindromatosis is a rare disorder; its prevalence is unknown.,The prevalence of familial cylindromatosis is unknown.
how many people are affected by familial dilated cardiomyopathy ?,"it is estimated that 750,000 people in the united states have dilated cardiomyopathy; roughly half of these cases are familial.","Roughly half of the 750,000 people in the United States with dilated cardiomyopathy have familial dilated cardiomyopathy."
how many people are affected by familial dysautonomia ?,"familial dysautonomia occurs primarily in people of ashkenazi (central or eastern european) jewish descent. it affects about 1 in 3,700 individuals in ashkenazi jewish populations. familial dysautonomia is extremely rare in the general population.","About 1 in 3,700 individuals in Ashkenazi Jewish populations are affected by familial dysautonomia."
how many people are affected by familial encephalopathy with neuroserpin inclusion bodies ?,this condition appears to be rare; only a few affected individuals have been reported worldwide.,Only a few affected individuals have been reported worldwide.
how many people are affected by familial erythrocytosis ?,familial erythrocytosis is a rare condition; its prevalence is unknown.,"Familial erythrocytosis is a rare condition, its prevalence is unknown."
how many people are affected by familial exudative vitreoretinopathy ?,"the prevalence of familial exudative vitreoretinopathy is unknown. it appears to be rare, although affected people with normal vision may never come to medical attention.","The prevalence of familial exudative vitreoretinopathy is unknown, but it appears to be rare."
how many people are affected by familial glucocorticoid deficiency ?,the prevalence of familial glucocorticoid deficiency is unknown.,the prevalence of familial glucocorticoid deficiency is unknown.
how many people are affected by familial hdl deficiency ?,"familial hdl deficiency is a rare disorder, although the prevalence is unknown.","Familial HDL deficiency is a rare disorder, with unknown prevalence."
how many people are affected by familial hemiplegic migraine ?,"the worldwide prevalence of familial hemiplegic migraine is unknown. studies suggest that in denmark about 1 in 10,000 people have hemiplegic migraine and that the condition occurs equally in families with multiple affected individuals (familial hemiplegic migraine) and in individuals with no family history of the condition (sporadic hemiplegic migraine). like other forms of migraine, familial hemiplegic migraine affects females more often than males.","Studies suggest that 1 in 10,000 people in Denmark have hemiplegic migraine, and the condition affects females more often than males."
how many people are affected by familial hemophagocytic lymphohistiocytosis ?,"familial hemophagocytic lymphohistiocytosis occurs in approximately 1 in 50,000 individuals worldwide.","approximately 1 in 50,000 individuals worldwide"
how many people are affected by familial hyperaldosteronism ?,the prevalence of familial hyperaldosteronism is unknown. familial hyperaldosteronism type ii appears to be the most common variety. all types of familial hyperaldosteronism combined account for fewer than 1 out of 10 cases of hyperaldosteronism.,"Familial hyperaldosteronism affects fewer than 1 out of 10 cases of hyperaldosteronism, with familial hyperaldosteronism type II being the most common variety."
how many people are affected by familial hypertrophic cardiomyopathy ?,familial hypertrophic cardiomyopathy affects an estimated 1 in 500 people worldwide. it is the most common genetic heart disease in the united states.,Familial hypertrophic cardiomyopathy affects an estimated 1 in 500 people worldwide.
how many people are affected by familial hypobetalipoproteinemia ?,"fhbl is estimated to occur in 1 in 1,000 to 3,000 individuals.","1 in 1,000 to 3,000 individuals."
how many people are affected by familial idiopathic basal ganglia calcification ?,"fibgc is thought to be a rare disorder; about 60 affected families have been described in the medical literature. however, because brain imaging tests are needed to recognize the calcium deposits, this condition is believed to be underdiagnosed.","About 60 families have been described with the condition, but it is believed to be underdiagnosed due to the need for brain imaging tests to recognize the calcium deposits."
how many people are affected by familial isolated hyperparathyroidism ?,the prevalence of familial isolated hyperparathyroidism is unknown.,The prevalence of familial isolated hyperparathyroidism is unknown.
how many people are affected by familial isolated pituitary adenoma ?,"pituitary adenomas, including sporadic tumors, are relatively common; they are identified in an estimated 1 in 1,000 people. fipa, though, is quite rare, accounting for approximately 2 percent of pituitary adenomas. more than 200 families with fipa have been described in the medical literature.","Familial isolated pituitary adenoma (FIPA) is quite rare, accounting for approximately 2 percent of pituitary adenomas, and more than 200 families with FIPA have been described in the medical literature."
how many people are affected by familial lipoprotein lipase deficiency ?,"this condition affects about 1 per million people worldwide. it is much more common in certain areas of the province of quebec, canada.","About 1 per million people worldwide are affected by familial lipoprotein lipase deficiency, although it is more common in certain areas of Quebec, Canada."
how many people are affected by familial malelimited precocious puberty ?,familial male-limited precocious puberty is a rare disorder; its prevalence is unknown.,"Familial male-limited precocious puberty is a rare disorder, its prevalence is unknown."
how many people are affected by familial mediterranean fever ?,"familial mediterranean fever primarily affects populations originating in the mediterranean region, particularly people of armenian, arab, turkish, or jewish ancestry. the disorder affects 1 in 200 to 1,000 people in these populations. it is less common in other populations.","Familial Mediterranean fever primarily affects people of Armenian, Arab, Turkish, or Jewish ancestry, with an incidence of 1 in 200 to 1,000 individuals in these populations."
how many people are affected by familial osteochondritis dissecans ?,"familial osteochondritis dissecans is a rare condition, although the prevalence is unknown. sporadic osteochondritis dissecans is more common; it is estimated to occur in the knee in 15 to 29 per 100,000 individuals.","The prevalence of familial osteochondritis dissecans is unknown, but sporadic osteochondritis dissecans, which is more common, affects the knee in 15 to 29 per 100,000 individuals."
how many people are affected by familial paroxysmal kinesigenic dyskinesia ?,"familial paroxysmal kinesigenic dyskinesia is estimated to occur in 1 in 150,000 individuals. for unknown reasons, this condition affects more males than females.","1 in 150,000 individuals are affected by familial paroxysmal kinesigenic dyskinesia, with a higher incidence among males."
how many people are affected by familial paroxysmal nonkinesigenic dyskinesia ?,familial paroxysmal nonkinesigenic dyskinesia is a very rare disorder. its prevalence is estimated to be 1 in 5 million people.,1 in 5 million people
how many people are affected by familial pityriasis rubra pilaris ?,"familial pityriasis rubra pilaris is a rare condition. its incidence is unknown, although the familial form appears to be the least common type of pityriasis rubra pilaris.","The familial form of pityriasis rubra pilaris is the least common type, and its incidence is unknown."
how many people are affected by familial porencephaly ?,"familial porencephaly is a rare condition, although the exact prevalence is unknown. at least eight affected families have been described in the scientific literature.",at least eight affected families have been described in the scientific literature.
how many people are affected by familial restrictive cardiomyopathy ?,"the prevalence of familial restrictive cardiomyopathy is unknown. although cardiomyopathy is a relatively common condition, restrictive cardiomyopathy, in which relaxation of the heart muscle is impaired, is the least common type. some other forms of cardiomyopathy involve a weak or enlarged heart muscle with impaired contraction. in the united states and in europe, restrictive cardiomyopathy accounts for less than five percent of all cardiomyopathies. the proportion of restrictive cardiomyopathy that runs in families is not known.","The prevalence of familial restrictive cardiomyopathy is unknown, and it accounts for less than five percent of all cardiomyopathies in the United States and Europe."
how many people are affected by familial thoracic aortic aneurysm and dissection ?,"familial taad is believed to account for at least 20 percent of thoracic aortic aneurysms and dissections. in the remainder of cases, the abnormalities are thought to be caused by factors that are not inherited, such as damage to the walls of the aorta from aging, tobacco use, injury, or disease.  while aortic aneurysms are common worldwide, it is difficult to determine their exact prevalence because they usually cause no symptoms unless they rupture. ruptured aortic aneurysms and dissections are estimated to cause almost 30,000 deaths in the united states each year.","Familial thoracic aortic aneurysm and dissection is believed to affect at least 20% of cases, with the remaining 80% caused by non-inherited factors."
how many people are affected by fanconi anemia ?,"fanconi anemia occurs in 1 in 160,000 individuals worldwide. this condition is more common among people of ashkenazi jewish descent, the roma population of spain, and black south africans.","1 in 160,000 individuals worldwide are affected by Fanconi anemia, with a higher incidence among people of Ashkenazi Jewish descent, the Roma population of Spain, and Black South Africans."
how many people are affected by farber lipogranulomatosis ?,farber lipogranulomatosis is a rare disorder. about 80 cases have been reported worldwide.,about 80 cases have been reported worldwide.
how many people are affected by fatty acid hydroxylaseassociated neurodegeneration ?,fahn is a rare disorder; only a few dozen cases have been reported.,only a few dozen cases have been reported.
how many people are affected by feingold syndrome ?,"feingold syndrome appears to be a rare condition, although its exact prevalence is unknown.",Feingold syndrome appears to be a rare condition.
how many people are affected by fg syndrome ?,"the prevalence of fg syndrome is unknown, although several hundred cases have been reported worldwide. researchers suspect that fg syndrome may be overdiagnosed because many of its signs and symptoms are also seen with other disorders.",several hundred cases have been reported worldwide.
how many people are affected by fibrochondrogenesis ?,fibrochondrogenesis appears to be a rare disorder. about 20 affected individuals have been described in the medical literature.,about 20 affected individuals have been described in the medical literature.
how many people are affected by fibrodysplasia ossificans progressiva ?,"fibrodysplasia ossificans progressiva is a very rare disorder, believed to occur in approximately 1 in 2 million people worldwide. several hundred cases have been reported.",approximately 1 in 2 million people worldwide
how many people are affected by fibronectin glomerulopathy ?,"fibronectin glomerulopathy is likely a rare condition, although its prevalence is unknown. at least 45 cases have been described in the scientific literature.",at least 45 cases have been described in the scientific literature.
how many people are affected by fisheye disease ?,fish-eye disease is a rare disorder. approximately 30 cases have been reported in the medical literature.,approximately 30 cases have been reported in the medical literature.
how many people are affected by floatingharbor syndrome ?,floating-harbor syndrome is a rare disorder; only about 50 cases have been reported in the medical literature.,About 50 cases have been reported in the medical literature.
how many people are affected by focal dermal hypoplasia ?,"focal dermal hypoplasia appears to be a rare condition, although its exact prevalence is unknown.",Focal dermal hypoplasia appears to be a rare condition.
how many people are affected by foxg1 syndrome ?,foxg1 syndrome appears to be rare. at least 30 affected individuals have been described in the medical literature.,At least 30 individuals have been described in the medical literature as affected by foxg1 syndrome.
